GeneSymbol,Daily1,Daily2,Daily3,Daily4,Daily5,Weekly1,Weekly2,Weekly3,Weekly4,Weekly5,Vehicle1,Vehicle2,Vehicle3,Vehicle4,Vehicle5
Gnai3,29.22142221,23.77385979,14.86979404,26.16018867,27.57348229,26.16322569,26.69066836,35.13142828,45.67083626,38.05139208,27.3889027,29.38193519,27.59020825,24.88735155,29.95341961
Cdc45,1.938862137,1.766058155,2.013617943,2.092815094,2.2169634,1.601830144,0.904768419,2.315251721,2.517290187,2.192792086,1.095556108,1.990011547,0.915857535,1.437935867,2.938826075
H19,1104.874438,1134.216888,547.2393995,940.9296661,941.2395236,1544.297745,936.6162674,1249.732614,1961.688282,1078.07978,802.9208987,753.2779002,750.3162857,719.9634278,752.1134116
Narf,70.90695816,75.5329488,49.72087383,71.99283922,59.44233117,79.55756384,87.58158297,77.6112642,69.4052866,73.78100431,79.61041051,77.61045032,76.81755076,78.09097864,81.49590768
Cav2,13.98750542,14.94356901,9.603408652,14.85898717,13.99458146,22.55910787,18.72870628,35.53408076,8.630709214,51.85308345,21.05902296,22.12424602,22.667474,23.56002614,20.45875075
Klf6,66.47527328,66.15925552,37.32937879,66.34223847,58.88809032,51.12507877,59.71471566,101.1664339,125.1452836,98.41766833,50.88249479,49.51616966,53.692148,46.78822092,47.13424897
Scmh1,28.52897145,28.66448237,14.86979404,28.67156678,24.66371783,24.96185308,24.88113153,26.87705258,6.473031911,26.4424928,29.45828646,25.05073359,27.59020825,29.86482186,29.1621972
Cox5a,119.793982,130.4166023,76.36258816,131.2195064,106.4142432,201.6971123,140.9629197,157.5377801,113.9972842,153.3664583,121.9719133,122.4442399,119.9773371,122.777601,121.8482503
Tbx2,3.046783358,4.61892133,2.942980071,5.650600753,4.156806376,3.604117825,4.433365254,5.838460861,7.192257678,4.901535251,3.530125237,3.980023093,5.609627403,3.871365797,4.29520734
Tbx4,1.246411374,1.630207528,0.619574752,0.837126037,1.524162338,0.800915072,1.357152629,1.509946774,1.078838652,1.547853237,0.973827651,0.936476022,1.259304111,0.774273159,1.130317721
Ngfr,0.692450763,1.222655646,0.464681064,1.255689056,0.55424085,0.800915072,0.542861051,1.20795742,0.719225768,1.031902158,1.825926847,0.936476022,1.373786303,0.884883611,1.356381265
Wnt9a,6.924507633,7.335933877,4.182129574,9.626949431,5.265288076,10.54538178,7.781008404,8.657028173,12.22683805,7.223315107,8.88617732,10.06711724,9.845468503,6.747237532,9.720732401
Fer,23.54332595,21.32854849,14.71490035,24.90449962,18.98274911,18.8215042,25.51446942,23.85715904,15.46335401,22.70184748,20.81556605,18.84657994,20.14886577,20.13110214,20.23268721
Xpo6,75.33864305,76.34805257,41.20172099,75.13206186,74.68395455,63.93971993,52.38609147,67.44428926,88.10515656,71.07226114,63.66398272,57.35915635,58.04247129,62.2736841,54.82040947
Tfe3,14.67995618,15.21527026,9.448514965,13.3940166,16.48866529,12.68115531,14.56677155,15.30079398,23.73445034,17.9293,13.87704403,14.74949735,16.02750687,15.92790499,11.98136784
Axin2,7.062997786,9.917095796,8.674046525,9.83623094,6.928010626,14.4164713,10.67626735,10.06631183,9.349934982,12.3828259,9.738276515,9.481819723,10.87580823,9.401888364,10.73801835
Brat1,9.971290991,9.781245169,6.815322269,11.09192,9.976335301,10.94583932,9.409591559,13.69018409,17.9806442,11.22193597,9.251362689,11.82300978,10.18891508,11.28226604,10.39892303
Gna12,35.45347908,34.64190997,24.78299007,43.11199093,36.16421547,42.98244221,41.07648623,51.94216904,95.29741424,53.78789999,45.40471425,48.11145563,51.40250416,44.90784324,48.37759846
Pih1d2,0.276980305,1.358506273,0.309787376,0.837126037,0.692801063,0.667429227,1.085722103,1.107294301,1.078838652,0.25797554,0.365185369,1.404714033,0.343446576,0.995494062,1.243349493
Dlat,108.1608092,114.114527,70.6315217,96.26949431,89.09421665,186.479726,130.8295134,163.2755779,122.2683805,202.6397863,106.8775848,107.2265045,110.5897974,92.80216867,105.1195481
Sdhd,113.2849449,109.9031575,79.15067454,109.4542294,95.190866,177.9366319,113.5484366,125.124256,96.01664001,158.7839446,102.4953603,108.8653376,111.1622083,104.9693183,118.3442654
Fgf6,3.046783358,2.309460665,1.548936879,2.720659622,2.632644038,4.004575361,3.528596834,2.214588602,1.79806442,2.450767626,4.382224432,3.160606574,3.205501373,4.424418054,2.938826075
Ccnd2,22.01993427,19.69834096,13.01106979,15.27755018,16.07298465,22.15865033,26.96209889,36.23872259,33.80361109,35.08467338,24.95433357,31.37194674,30.56674524,30.19665322,31.76192796
Gpr107,55.67304137,52.98174466,35.47065454,52.32037734,43.78502716,50.99159293,50.66703147,54.76073635,70.84373813,48.49940143,45.28298579,42.609659,43.27426854,45.2396746,41.70872391
Nalcn,3.877724274,3.667966938,2.478299007,1.883533584,1.247041913,1.468344299,1.085722103,1.811936129,2.517290187,0.644938849,2.191112216,3.277666077,1.946197262,1.548546319,2.938826075
Slfn4,1.661881832,5.705726348,1.548936879,3.557785659,2.078403188,1.201372608,1.719059996,2.113925484,14.38451536,4.385584172,1.582469934,0.936476022,2.060679454,1.216714965,1.695476582
Drp2,16.61881832,17.52473093,12.23660135,15.48683169,18.56706848,11.88024024,15.20010944,17.41471946,10.42877363,15.73650791,10.10346188,11.12065276,12.13511234,11.28226604,10.51195481
Tspan32,1.938862137,1.086805019,1.239149504,1.883533584,2.355523613,0.667429227,1.628583154,1.409283656,3.596128839,1.934816546,3.286668324,1.872952044,2.060679454,1.65915677,1.808508354
Gmpr,68.41413541,69.5555212,43.06044525,72.82996526,50.57447757,80.09150722,77.08626931,67.44428926,60.77457738,64.23590934,67.31583641,55.3691448,60.10315074,67.36176486,62.28050643
Mid2,18.14221,17.11717905,12.23660135,20.0910249,15.79586423,18.42104666,21.17158101,20.33394989,9.709547866,20.63804316,16.67679853,15.68597337,16.25647125,20.13110214,20.91087784
Trim25,34.06857755,32.46829994,16.88341199,33.90360452,32.83877037,24.96185308,23.70493258,31.70888226,60.4149645,38.69633093,25.07606203,25.05073359,27.36124386,27.43139193,29.84038783
Dgke,9.832800839,11.00390081,6.660428582,13.81257962,10.66913636,11.74675439,10.76674419,11.27426925,9.709547866,10.83497266,11.07728954,8.896522209,9.616504119,8.848836107,8.251319363
Scpep1,13.01807435,14.80771838,6.04085383,12.97545358,15.93442444,9.744466711,12.03341997,15.09946774,38.83819146,20.25107985,11.80766027,12.52536679,9.959950695,11.17165559,13.11168556
Mnt,12.46411374,12.22655646,8.054471773,12.97545358,14.27170189,12.68115531,9.681022084,10.87161678,33.80361109,13.54371583,14.2422294,11.12065276,12.36407672,13.38386461,11.30317721
Itgb2,19.80409183,26.62672296,18.27745518,32.43863395,33.39301122,13.74904207,29.22401994,31.9102085,166.1411524,28.24832158,16.67679853,17.32480641,16.82888221,15.59607364,15.14625746
Hddc2,4.293194732,3.667966938,2.788086383,3.976348678,2.77120425,3.604117825,3.80002736,2.717904194,2.517290187,4.514571942,3.77358215,3.39472558,3.319983565,2.986482186,2.034571898
Tpd52l1,10.38676145,9.781245169,6.505534894,10.04551245,10.66913636,7.608693186,11.85246629,8.556365055,4.674967491,11.73788705,12.17284564,10.76947425,10.87580823,8.959446558,10.62498658
Pemt,1.107921221,0.407551882,0.619574752,1.046407547,0.692801063,1.334858454,1.266675787,1.20795742,1.078838652,1.934816546,1.095556108,0.702357016,1.488268495,1.216714965,1.243349493
Cdh4,6.647527328,6.520830113,4.801704326,7.115571319,5.958089138,3.73760367,11.85246629,4.328514087,3.236515955,3.353682014,6.451608191,7.140629668,7.441342473,6.415406178,7.686160503
Bcl6b,6.370547022,7.064232622,3.252767447,7.952697356,5.819528926,8.409608258,7.419101037,8.657028173,9.709547866,11.35092374,9.860004971,7.140629668,7.670306857,6.194185275,8.477382908
Clec10a,12.04864328,11.13975144,7.899578085,8.371260375,12.47041913,4.805490433,11.40008208,9.361670001,13.66528959,14.44663021,14.36395786,16.27127088,18.88956166,16.25973635,16.50263873
Alox12,1.938862137,2.03775941,1.084255816,1.464970566,1.524162338,3.73760367,0.995245261,2.617241076,1.078838652,2.579755395,1.095556108,0.936476022,0.572410959,0.442441805,1.017285949
Arvcf,17.03428878,19.56249034,12.39149504,19.46318037,18.56706848,22.15865033,17.64298417,18.42135065,28.76903071,19.34816546,21.18075142,16.03715188,19.34749043,21.56903801,17.51992468
Comt,23.54332595,23.09460665,16.41873092,21.76527697,22.03107379,40.04575361,31.3049873,63.71975388,30.56709513,78.81152733,21.05902296,22.12424602,22.32402742,23.56002614,27.69278416
Rtca,8.447899312,10.46049831,4.956598014,10.25479396,7.343691263,7.875664876,11.67151261,9.059680646,15.82296689,12.89877698,7.18197893,7.842986684,8.700646584,7.963952496,8.59041468
Dbt,13.71052511,18.61153595,10.68766447,14.85898717,12.1932987,26.16322569,18.36679891,23.75649592,11.1479994,34.5687223,16.18988471,13.22772381,16.71440002,16.1491259,11.64227253
Dazap2,32.54518587,31.38149492,21.99490369,35.57785659,35.4714144,41.11364037,32.75261677,42.58049904,17.9806442,41.7920374,40.90076136,40.15140944,43.04530415,43.02746557,42.9520734
Mcts1,12.8795842,13.04166023,7.434897021,14.02186113,9.699214876,11.07932516,15.29058628,15.50212022,6.473031911,16.76841007,12.17284564,11.58889077,14.42475618,14.71119003,13.67684442
Rem1,2.07735229,2.988713802,2.168511631,2.092815094,3.048324675,2.402745217,2.985735783,5.033155915,3.596128839,3.740645323,3.530125237,4.68238011,2.976536989,3.097092637,4.182175568
Trappc10,67.44470434,63.17054172,38.72342199,76.59703243,57.64104841,68.87869621,66.68143249,70.76617216,65.08993199,63.71995826,71.33287547,68.0115711,66.85760007,70.90129931,72.22730237
Ccm2,18.4191903,16.30207528,12.23660135,15.6961132,16.6272255,14.81692884,19.27156733,20.43461301,21.21716015,21.02500647,17.8940831,18.37834193,17.85922194,17.91889312,16.16354341
Tbrg4,29.22142221,37.63062377,21.99490369,31.1829449,30.76036718,38.97786685,27.05257573,38.15132183,43.87277184,40.76013525,33.11014015,30.43547071,28.39158359,26.54650832,30.63161024
Mx1,2.6313129,8.422738895,1.394043191,7.324852828,4.018246163,0.667429227,1.447629471,1.308620538,7.911483446,2.837730935,2.312840672,3.043547071,1.602750687,2.212209027,1.921540126
Fap,19.80409183,22.00780163,13.47575085,19.67246188,23.13955549,13.34858454,25.42399258,21.23991796,13.66528959,25.41059064,27.26717424,23.29484105,27.01779729,26.43589787,25.31911695
Ndufa9,66.75225358,73.63104002,40.27235887,57.55241508,55.28552479,111.327195,79.89105141,91.905427,107.8838652,97.12779063,67.55929332,68.59686861,76.70306857,72.56045608,73.24458832
Cttnbp2,1.938862137,0.950954391,1.239149504,1.883533584,1.385602125,1.334858454,1.809536838,1.610609893,1.79806442,1.547853237,2.312840672,1.755892541,2.40412603,1.880377673,2.034571898
Galnt1,82.67862114,84.22738895,57.31066454,81.82907016,72.88267178,93.17312006,102.3293082,90.59680646,87.38593079,97.77272948,88.13140246,87.20932955,87.5788768,85.17004753,97.09429223
Mkrn2,26.0361487,31.7890468,18.74213624,19.46318037,21.47683294,26.69716907,27.32400626,28.78965183,29.84786937,27.08743165,25.4412474,30.08429221,25.4150466,28.09505464,26.11033936
Pparg,11.77166298,13.04166023,5.421279078,11.92904603,9.699214876,24.29442386,19.45252101,31.9102085,6.832644795,56.49664316,10.71210417,9.715938728,9.616504119,12.83081236,10.28589126
Raf1,115.9162578,125.7976809,77.1370566,125.1503426,104.6129605,129.48127,125.2199492,118.8831427,122.9876063,137.242987,116.1289474,115.6547887,116.0849426,116.8046366,121.1700597
1-Sep,4.431684885,4.211369448,1.858724255,3.557785659,2.632644038,2.00228768,2.261921048,2.818567312,5.034580375,2.321779856,4.017039062,2.809428066,4.922734251,3.981976248,3.277921391
Pdgfb,17.17277893,24.18141167,13.78553823,21.97455848,22.72387485,26.96414076,19.63347469,26.27307387,33.08438532,22.95982302,17.77235464,17.91010392,17.51577536,16.48095725,17.4068929
Acvrl1,17.72673954,17.11717905,12.23660135,14.85898717,11.91617828,13.88252792,13.02866523,19.62930807,38.47857858,23.73374964,17.16371236,14.98361635,15.45509591,15.15363183,14.5810986
Grasp,3.739234122,5.841576976,2.942980071,3.557785659,6.928010626,3.871089515,3.890504202,5.939123979,6.832644795,5.28849856,4.625681345,5.267677624,5.151698635,3.428923991,4.521270884
Acvr1b,49.57947465,47.00431706,34.85107979,52.11109583,47.38759268,32.70403211,38.90504202,46.70768689,69.76489948,39.34126978,31.77112713,31.84018475,37.55015894,35.72717578,33.90953163
Tom1l2,124.0871768,134.0845692,77.75663135,132.0566324,111.5409711,146.0335148,124.1342271,126.4328766,102.130059,120.3455892,138.6487119,127.12662,118.9469974,128.1975131,122.6394727
Zfp385a,5.401115954,4.483070702,2.323405319,5.232037734,4.156806376,4.405032897,5.338133673,4.630503441,6.832644795,6.449388488,6.451608191,5.97003464,6.411002746,4.97747031,7.00796987
Itga5,51.79531709,48.22697271,30.66895021,53.36678489,55.42408501,46.45307419,43.97174517,80.53049463,117.9530259,60.75323956,27.99754498,28.67957817,32.74190688,30.52848457,28.25794303
Wdr77,28.25199114,36.13626687,16.26383723,29.50869282,28.54340378,32.43706042,31.84784835,37.54734312,42.79393319,39.34126978,23.37186364,26.92368563,26.44538633,22.89636343,24.86698986
Atp5f1,261.1924279,276.9994292,165.271565,274.3680588,218.0937745,383.9052913,321.3737425,326.8531451,274.7442433,319.7606813,283.6273035,282.3475206,289.1820167,286.3704585,309.480992
Sox9,11.07921221,12.22655646,6.660428582,11.71976452,6.650890201,12.01372608,10.5857905,18.92466624,21.57677304,13.93067913,4.138767519,3.39472558,4.006876716,5.088080762,2.373667214
Hnrnpd,24.23577672,22.95875602,21.53022262,31.39222641,24.10947698,25.896254,25.78589994,26.17241076,16.18257978,28.89326043,30.91902793,26.68956663,24.49918907,24.66613065,27.1276253
Dynlt1c,11.35619252,8.830290777,4.646810638,10.46407547,8.590733176,7.742179031,9.861975768,10.06631183,7.551870562,10.96396043,9.738276515,11.23771226,9.273057543,8.074562948,9.042541768
C1d,14.12599557,15.75867277,11.46213291,13.18473509,12.33185891,13.61555623,17.00964628,13.79084721,13.30567671,17.15537338,18.38099692,17.2077469,16.82888221,16.48095725,17.06779759
Gm2a,16.75730847,15.62282214,9.448514965,19.88174339,18.56706848,18.02058912,25.60494626,31.50755603,32.36515955,40.63114748,22.39803598,23.52896005,20.60679454,22.23270072,24.301831
Krit1,29.22142221,28.12107986,18.89702993,29.0901298,27.57348229,20.82379188,28.40972836,26.77638947,14.38451536,31.60200359,23.61532055,21.3048295,27.81917263,28.8693278,20.68481429
Clcn4-2,53.04172847,59.36672415,32.37278078,53.5760664,45.58630992,56.1975409,61.43377566,59.18991356,61.85341603,63.9779338,53.80397775,50.9208837,61.59141924,51.76569123,53.57705998
Hk2,328.6371323,365.4381876,219.9490369,288.5992014,272.2708176,563.5772391,319.3832519,419.4632139,583.2920977,435.9786618,310.7727493,305.6423617,302.1185044,296.8784514,314.0022629
Myo18a,406.0531276,410.2688946,227.848615,380.2645025,352.3586204,397.7878192,296.5830878,368.3263498,642.9878365,289.061592,347.0478293,348.2520207,344.9348442,361.9173968,348.9290805
Cd52,1.523391679,1.358506273,1.084255816,1.883533584,1.801282763,0.667429227,0.814291577,0.805304946,4.674967491,1.289877698,1.582469934,2.57530906,1.488268495,1.880377673,2.260635442
Abhd15,1.661881832,1.358506273,1.084255816,1.255689056,1.524162338,2.669716907,3.347643151,4.73116656,2.517290187,7.868253956,1.70419839,2.107071049,2.633090414,2.765261283,3.277921391
Hoxb6,1.938862137,0.950954391,0.464681064,1.464970566,1.524162338,1.201372608,0.723814735,1.409283656,1.438451536,1.289877698,1.947655303,0.936476022,1.488268495,0.774273159,0.452127088
Loxl3,11.77166298,22.14365226,13.32085716,19.67246188,19.9526706,9.21052333,12.12389682,14.49548903,91.34167252,19.99310431,10.59037571,10.18417674,9.273057543,9.07005701,9.833764173
Kat2b,76.30807411,77.43485759,47.08768113,84.34044828,66.92458265,74.7520734,91.01970296,86.77160797,52.14386817,88.22763452,84.1143634,83.69754447,89.18162749,83.73211166,84.6607973
Rab5b,78.1084461,67.38191116,42.13108312,68.01649055,53.48424203,76.35390355,89.11968928,78.91988474,62.93225469,82.16520934,77.54102675,78.19574784,78.99271241,75.43632781,81.38287591
Cryba1,1.523391679,0.950954391,0.619574752,0.627844528,1.939842975,0.533943381,0.904768419,1.308620538,0.719225768,0.902914388,1.460741477,0.234119005,1.602750687,1.769767221,0.452127088
Icosl,4.431684885,6.384979485,3.252767447,5.859882262,3.741125738,2.269259371,5.247656831,4.630503441,7.192257678,4.643559712,5.11259517,3.980023093,4.922734251,3.207703089,4.408239112
Spg7,58.02737396,57.32896474,35.16086716,53.78534791,50.43591736,70.6140122,64.60046512,72.57810829,125.5048965,66.29971366,53.31706392,58.41269187,56.4397206,53.75667935,56.28982251
Sult5a1,8.447899312,6.792531367,6.04085383,8.161978865,6.928010626,2.402745217,5.338133673,4.529840323,3.236515955,3.611657553,6.938522017,6.438272651,4.579287676,6.083574824,7.799192275
Rpl13,112.5924941,115.8805851,69.3923722,111.756326,99.90191323,115.7322279,133.1819113,143.0422911,200.3043763,139.0488158,157.2731657,156.3914957,161.3054084,157.9517245,160.7311799
Chmp1a,43.76288824,37.7664744,27.41618277,47.29762112,38.38117887,42.71547052,38.09075044,45.7010557,81.99173753,47.20952373,35.78816619,37.22492187,43.61771511,37.82877436,41.14356504
Rpa1,55.39606106,55.1553547,32.83746184,58.80810413,51.68295927,62.20440394,55.10039672,50.43222226,53.22270682,47.08053596,50.51730942,48.22851513,49.34182471,51.43385987,52.55977403
Serpinf1,25.20520778,35.45701374,19.51660468,30.76438188,25.91075974,22.55910787,33.74786203,42.47983592,73.00141544,29.53819928,34.32742472,35.35196983,35.03155072,33.73618766,39.10899315
Tubgcp3,22.15842443,24.99651543,10.2229834,21.97455848,24.3865974,16.55224482,19.54299785,23.6558328,25.53251476,25.92654172,17.8940831,18.49540143,20.03438358,20.9053753,18.19811531
Polr3d,18.14221,14.94356901,9.75830234,13.18473509,16.07298465,18.28756081,14.56677155,20.03196054,26.25174053,19.606141,11.80766027,10.88653376,13.73786303,16.48095725,13.45078088
Tcf7,0.830940916,0.679253137,0.309787376,1.464970566,1.801282763,1.067886763,1.085722103,1.20795742,0.359612884,1.805828777,1.217284564,1.28765453,1.488268495,0.663662708,0.678190633
Ddx3x,283.073872,287.8674793,196.8698774,298.2261509,238.0464451,298.6078361,331.5071488,345.8784745,245.9752126,353.6844647,232.5013518,235.874898,236.0622797,224.7604371,243.5834689
Kcnn3,33.51461694,31.38149492,19.05192362,31.81078942,26.46500059,30.16780105,37.45741255,31.40689291,13.30567671,25.79755395,37.61409304,38.1613979,37.43567675,39.93037293,41.48266036
Usp32,40.71610488,39.53253256,20.75575418,40.39133131,37.54981759,42.58198467,41.07648623,42.88248839,28.76903071,47.08053596,39.6834768,36.87374337,38.1225699,39.04548932,40.35234264
Car4,4.293194732,6.249128858,3.407661135,3.767067169,4.433926801,5.47291966,3.709550518,6.744428926,3.596128839,8.513192805,4.990866714,3.277666077,3.777912333,3.871365797,5.086429745
Txnrd3,4.570175038,5.434025094,3.717448511,5.650600753,5.126727863,5.072462124,6.423855776,6.442439571,5.394193259,8.642180574,5.964694365,5.852975137,6.411002746,4.203197151,5.312493289
Znf512b,35.86894954,31.7890468,21.53022262,29.50869282,32.97733058,29.50037182,27.59543678,34.02413398,42.79393319,29.53819928,29.336558,31.60606574,29.87985208,27.32078148,28.03187948
Dnajc5,54.42662999,61.40448356,34.07661135,55.66888149,55.14696458,56.99845597,58.17660935,68.04826797,64.01109334,64.49388488,46.74372727,49.51616966,47.16666306,48.66859859,52.6728058
Tpd52l2,34.89951847,32.19659868,21.53022262,35.7871381,33.53157143,34.97329148,40.44314833,43.08381463,75.87831851,45.27470719,36.15335156,32.07430375,36.97774798,32.51947269,32.77921391
Fmr1,23.6818161,23.50215853,11.15234553,24.69521811,20.50691145,17.48664574,25.06208521,26.87705258,8.27109633,25.41059064,19.96346686,17.91010392,18.54611509,19.90988124,19.4414648
Bcl11a,0.692450763,0.543402509,0.309787376,0.837126037,1.524162338,0,0.633337893,0.301989355,1.438451536,1.031902158,0.973827651,0.702357016,0.686893151,0.663662708,1.243349493
Il4,0.830940916,0.407551882,0.77446844,1.464970566,0.277120425,0.800915072,0.542861051,1.107294301,0,0.902914388,1.70419839,0.936476022,0.343446576,0.774273159,0.791222405
Pxmp4,7.062997786,8.151037641,4.49191695,7.534134337,6.512329988,11.4797827,9.771498926,12.58288979,4.315354607,11.86687482,9.373091146,8.779462706,10.99029042,7.521510691,10.39892303
Dlg3,5.262625801,5.705726348,2.323405319,3.767067169,4.711047226,3.604117825,6.966716827,7.549733872,9.709547866,8.513192805,5.721237453,3.980023093,3.434465757,4.645638956,5.199461517
Gnb1l,2.769803053,1.766058155,1.084255816,2.929941131,1.1084817,2.402745217,1.538106312,2.214588602,2.517290187,1.418865467,1.825926847,1.638833038,0.572410959,1.216714965,1.130317721
Mmp11,3.877724274,7.471784504,3.097873759,5.441319244,4.988167651,4.538518742,5.519087356,6.140450216,4.674967491,5.030523021,6.329879735,5.735915635,4.80825206,7.079068886,6.44281101
Smarcb1,28.25199114,24.18141167,14.71490035,26.36947018,23.97091677,25.49579646,22.34777995,24.25981151,38.47857858,25.1526151,19.8417384,23.64601956,19.00404385,19.02499763,21.70210024
Hip1r,16.61881832,18.8832372,10.53277078,19.67246188,21.19971252,16.95270236,14.56677155,17.11273011,27.33057918,21.54095755,12.41630256,13.46184282,8.700646584,12.83081236,11.64227253
Nsun5,5.124135648,7.064232622,2.788086383,5.022756225,5.403848288,4.271547052,5.428610515,8.355038818,7.192257678,7.739266186,4.869138257,3.628844585,4.80825206,4.0925867,4.973397972
Top1mt,6.370547022,6.65668074,3.717448511,5.859882262,5.403848288,7.47520734,7.147670511,8.053049463,12.58645094,10.06104604,6.086422822,5.501796629,4.693769868,5.088080762,6.781906326
Hoxa10,7.478468244,5.162323839,5.111491702,6.069163772,6.512329988,8.543094103,7.328624195,7.751060108,7.192257678,7.868253956,7.060250473,7.608867679,8.586164392,6.304795726,5.764620377
Hoxa4,0.969431069,0.271701255,0.619574752,0.837126037,1.66272255,0.934400918,0.723814735,1.811936129,0,1.676841007,1.339013021,0.702357016,0.801375343,1.106104513,1.243349493
Snrpn,4.431684885,5.026473212,1.084255816,3.34850415,2.2169634,5.339433814,4.795272621,3.52320914,0.719225768,2.321779856,5.234323627,5.267677624,4.80825206,5.972964372,5.538556833
Mmp14,19.11164107,23.63800916,12.8561761,22.3931215,25.21795868,14.28298545,20.90015048,28.18567312,88.46476944,26.05552949,18.86791075,17.32480641,18.66059728,18.14011402,16.6156705
Slc7a7,3.185273511,3.939668193,1.239149504,2.929941131,3.879685951,2.936688598,3.438119993,4.328514087,6.113419027,3.869633093,3.286668324,3.511785082,2.862054797,3.981976248,4.634302656
Oxa1l,19.11164107,22.68705477,10.2229834,20.30030641,15.5187438,24.82836724,22.34777995,25.26644269,15.46335401,24.37868849,15.94642779,22.59248403,18.88956166,16.3703468,20.91087784
Heatr6,15.5108971,18.47568532,8.983833901,14.44042415,15.65730401,14.68344299,17.2810768,19.62930807,21.57677304,22.83083525,15.45951397,16.8565684,15.11164933,14.82180048,14.80716215
Ilf2,15.64938725,17.25302967,8.983833901,14.64970566,14.4102621,17.75361743,16.37630839,18.01869817,23.01522457,19.09018993,12.78148793,14.98361635,13.85234522,10.17616152,11.7553043
Chtop,72.8458203,69.41967057,46.77789376,75.34134337,64.29193861,76.35390355,73.37671879,81.53712582,69.4052866,76.61873524,66.82892258,65.55332154,66.28518911,73.99839195,69.96666693
Snapin,32.68367603,33.55510495,21.84001,32.22935244,23.83235655,32.17008873,35.8288294,36.94336441,11.1479994,34.82669784,32.62322633,34.88373182,33.31431784,37.93938481,29.38826075
S100a4,18.28070015,13.58506273,8.209365461,19.46318037,17.45858678,10.94583932,17.82393786,14.19349968,81.63212465,13.28574029,20.08519531,15.92009237,20.72127673,16.03851544,22.49332265
S100a6,19.38862137,23.09460665,13.32085716,25.32306263,23.00099528,16.01830144,20.26681259,27.88368377,66.88799641,20.76703093,23.85877746,23.88013856,29.42192332,26.76772922,25.88427581
Scn4a,373.5079417,382.2836653,246.9005386,374.8231833,314.9473631,409.0006302,450.8461032,405.4710405,454.5506853,321.56651,427.0234252,445.5284675,426.2172004,450.0739265,445.9103409
Icam2,2.6313129,3.260415056,0.77446844,1.464970566,2.2169634,4.004575361,2.35239789,4.630503441,6.473031911,3.482669784,2.799754498,3.980023093,2.747572605,2.212209027,3.390953163
Mapk7,8.309409159,7.607635131,6.970215957,11.71976452,7.066570838,8.142636567,7.60005472,9.864985593,16.90180554,10.06104604,8.155806581,9.481819723,5.266180827,7.521510691,9.042541768
Epn2,32.68367603,30.02298864,24.47320269,33.06647848,26.46500059,33.90540472,35.73835255,35.53408076,28.40941783,35.72961223,32.74495478,31.72312525,33.42880003,33.4043563,32.77921391
B9d1,2.354332595,2.445311292,1.703830567,1.464970566,2.355523613,2.269259371,2.261921048,2.113925484,1.79806442,2.837730935,2.069383759,2.809428066,2.518608222,1.65915677,2.14760367
Sec24b,39.1927132,34.91361123,25.55745851,36.83354565,34.22437249,33.37146134,38.99551886,46.50636065,34.16322397,45.27470719,38.22273532,35.58608884,33.19983565,34.95290262,38.99596137
N4bp3,5.539606106,5.162323839,3.407661135,3.767067169,4.849607438,7.47520734,4.795272621,7.952386345,12.22683805,6.449388488,4.625681345,5.384737126,4.464805484,3.871365797,4.973397972
Rmnd5b,9.694310686,9.917095796,5.576172766,9.83623094,11.91617828,14.28298545,10.76674419,12.18023731,17.26141843,14.0596669,10.3469188,10.30123624,10.41787946,10.61860333,12.20743139
Nhp2,5.816586412,3.939668193,3.872342199,3.34850415,3.602565525,6.140348887,6.966716827,5.637134624,10.42877363,6.965339567,5.234323627,5.852975137,6.63996713,4.756249408,5.086429745
Vps9d1,20.49654259,19.69834096,13.63064454,21.55599547,15.93442444,16.28527313,19.18109048,20.83726549,31.64593379,17.54233669,16.79852699,17.79304442,20.72127673,15.92790499,18.42417885
Zfp276,22.15842443,22.27950288,10.84255816,19.25389886,22.86243507,20.0228768,19.27156733,21.4412442,35.96128839,26.18451726,16.92025544,18.14422293,16.71440002,17.25523041,18.31114708
Mfsd10,4.70866519,5.841576976,2.942980071,5.232037734,4.849607438,3.337146134,4.161934728,5.838460861,10.78838652,10.31902158,4.990866714,3.862963591,5.037216443,2.986482186,4.747334428
Luzp1,45.42477007,45.91751204,28.50043858,50.01828074,40.18246163,55.39662582,50.12417042,65.73301624,48.54773933,71.71719999,32.74495478,37.81021939,39.26739182,36.28022804,35.2659129
Kctd10,13.43354481,16.70962716,10.37787709,13.81257962,15.65730401,12.14721193,12.84771155,20.83726549,40.63625588,22.57285971,10.3469188,10.76947425,9.387539735,13.38386461,14.69413037
Poldip2,45.00929961,47.41186894,32.37278078,48.76259168,42.39942503,64.740635,52.38609147,66.73964743,66.16877064,66.17072589,52.95187855,50.10146718,55.0659343,49.995924,52.55977403
Ift20,9.694310686,8.286888268,5.885960142,6.487726791,8.036492326,11.34629686,9.5000684,10.06631183,13.66528959,13.28574029,8.399263494,8.545343701,7.899271241,8.959446558,6.103715693
Col6a1,130.0422533,137.7525361,93.71068121,138.3350777,148.8136682,98.37906803,134.0866797,174.6505102,899.3918227,140.4676813,116.3724044,111.0894681,109.4449755,103.5313825,115.9705982
Pcbp3,3.600743969,2.58116192,2.323405319,3.976348678,3.048324675,4.004575361,1.809536838,3.825198495,2.157677304,3.095706474,2.069383759,2.458249558,1.602750687,2.212209027,1.469413037
