Gene symbol,untreated,untreated,untreated,prednisolone-treated,prednisolone-treated,prednisolone-treated
Gm833,4.315036,4.386413,4.07046,4.177041,4.523096,4.14793
Gm13174,4.464097,4.613706,3.948047,4.055836,4.190115,4.787015
Gm25880,4.518178,4.514898,4.455863,4.409599,4.805454,4.356258
Gm13115,5.688422,6.400221,5.750092,5.88503,5.957625,5.92864
A430005L14Rik,7.363293,7.347139,7.367578,7.377558,7.333773,7.377907
Cep104,7.812227,7.94657,8.023561,8.209577,8.13574,8.085712
Lrrc47,7.072401,7.139501,7.175539,7.125871,7.173058,7.286474
Gm13116,3.273496,3.705581,3.646391,3.26148,3.803192,3.392763
Gm26036,5.555658,4.948363,5.113749,5.498105,5.692582,5.47191
Wrap73,6.19104,6.280478,6.263383,6.306715,6.383622,6.22405
Megf6,5.353076,5.35538,5.285481,5.303501,5.384947,5.360756
Gm13132,4.433874,4.116634,3.849584,4.00709,4.20211,4.256695
B230104I21Rik,4.320121,4.420841,4.415373,4.521786,4.672033,4.415461
Gm13133,5.046279,5.124847,5.296304,5.209054,5.487689,5.159934
Gm13134,4.79827,4.803784,4.932814,5.052664,5.159833,4.910783
Gm13111,4.675707,4.566306,4.908622,4.670775,4.640938,4.685622
Gm13113,4.776781,5.06678,5.107568,4.907487,4.956236,4.906808
Ttc34,4.757279,4.88765,4.662398,4.70758,4.717003,4.803469
Mmel1,5.446695,5.553487,5.374059,5.426771,5.536834,5.528534
Hes5,5.046069,5.261958,5.127521,5.064985,5.124271,5.100062
Pank4,8.12693,8.079351,8.105898,8.573663,8.439214,8.403904
Gm10564,2.946936,3.250924,3.225255,3.342098,3.143591,3.098946
Pex10,5.79942,5.871184,5.760959,5.991336,6.177076,5.93871
Morn1,5.20124,5.352345,5.301922,5.513947,5.337471,5.367844
2610002J02Rik,6.111722,6.054407,6.07656,6.080369,6.160309,6.052823
RP23-317N1.8,4.580882,4.616878,4.746489,4.777606,4.741667,4.899839
2010015L04Rik,5.27341,5.250389,5.074732,5.028922,5.161474,5.090046
C030017K20Rik,4.728712,4.66386,4.549758,4.520196,4.472749,4.572495
Tmem52,6.458905,6.130367,5.944466,7.161616,7.143716,6.979074
Gnb1,13.6339,13.90502,13.99716,13.23611,13.03235,13.35459
Nadk,9.22107,9.488732,9.327045,9.265589,8.954972,9.079741
Slc35e2,8.35909,8.80625,8.396812,8.33917,8.269888,8.342022
Gm16024,13.42541,13.42114,13.57524,13.44186,13.31903,13.42288
Cdk11b,9.231659,9.280793,9.227079,9.341546,9.376343,9.306799
B930041F14Rik,5.268856,5.015523,5.11686,5.129537,5.111692,5.212533
Tmem240,6.788689,6.774359,6.949873,6.727125,6.809689,6.772024
Gm13644,5.042387,5.524935,5.163479,5.55433,5.520316,5.252402
Ankrd65,5.053916,4.691795,4.942194,5.019188,4.969951,4.699881
Mrpl20,7.252106,7.256682,7.396433,7.219415,7.288632,7.108232
Ccnl2,9.88238,9.966494,10.11959,9.890173,9.7643,9.692147
Aurkaip1,6.427016,6.324989,6.370174,6.552103,6.44695,6.43165
Mxra8,10.28171,9.909874,9.763821,10.58317,10.68079,10.45705
Dvl1,8.517073,8.546199,8.440911,8.959701,8.889425,8.693389
Cpsf3l,7.64903,7.804628,7.678993,7.657885,7.697832,7.898591
Acap3,7.00874,7.005044,6.84665,6.979113,6.987419,6.989468
Gm22991,18.32857,18.102,18.37501,17.74879,17.79801,17.83056
Ube2j2,7.536676,7.582744,7.619057,7.399673,7.440609,7.535837
Fam132a,6.801988,6.61331,6.773936,7.09918,6.606649,6.766778
Sdf4,7.573756,7.500289,7.589192,7.680704,7.613242,7.658584
Tnfrsf4,6.538712,6.550139,6.769812,6.450147,6.614275,6.492558
Tnfrsf18,5.835323,5.543166,5.522072,5.670852,5.646337,5.671078
9430015G10Rik,5.901307,6.019891,5.973853,6.048515,6.022995,6.010804
Rnf223,4.262257,3.826857,4.177947,4.080112,4.213914,4.234257
AW011738,5.947835,5.971417,6.046281,5.900801,6.084987,5.837329
Perm1,9.723101,10.12583,9.801739,11.09614,11.20201,10.85217
Noc2l,7.883705,8.172755,8.378981,7.885762,7.999518,8.199948
Vmn2r123,4.706708,4.642127,4.814804,4.62775,4.467706,4.668516
Gm20782,4.63928,4.191383,4.474867,3.946398,4.400651,4.251586
Vmn1r-ps2,3.67922,3.857106,3.985816,3.659501,3.688859,3.924031
Vmn1r3,4.661024,4.843932,4.846787,5.029229,5.176432,4.92143
Gm11787,10.75486,11.59584,11.45148,9.930802,9.763535,10.1313
Tmem68,7.517578,7.493774,7.657274,7.297256,7.330342,7.434255
Gm26857,5.414534,5.150824,4.833732,4.779925,4.947954,5.010271
Gm11805,5.636264,5.698938,5.69068,5.132846,5.332966,5.172186
Gm22781,5.207326,4.550081,5.243211,5.121998,4.935313,4.892607
9430025C20Rik,3.899158,4.321127,4.45028,4.552482,4.293288,4.503954
Rps20,9.508064,9.636799,9.484742,9.18103,9.177983,9.466801
Gm24125,4.874414,4.841703,5.284428,4.995121,4.949065,5.129253
Mos,4.260618,4.109618,3.672835,3.991111,3.626827,3.837154
Plag1,5.069118,4.947998,4.816851,5.127949,5.139922,5.054093
Rps10-ps3,5.28043,5.392725,5.071057,5.16834,5.445485,5.716448
Sdr16c5,4.07135,4.510197,4.425855,4.2148,4.141179,4.226784
Sdr16c6,4.195979,4.517375,4.394131,4.188105,4.256878,4.287462
Penk,7.467775,6.224054,6.631932,7.045762,6.590268,6.564562
Gm11780,3.739612,3.444877,3.471371,3.77766,3.579259,3.606936
Impad1,11.62349,11.30509,11.40826,11.4327,11.42136,11.51342
Gm11779,3.790242,3.74043,3.668625,3.607434,3.957435,4.532674
Gm11782,3.342837,3.702969,3.342135,3.7351,3.69918,3.566085
Gm11781,4.113791,3.936458,3.713019,3.475317,3.817911,3.770609
Gm24337,3.570536,3.529099,3.223059,3.531115,3.525201,3.705899
Gm11796,6.445441,6.332914,6.782225,7.102819,8.00166,6.832159
Gm11798,4.219853,4.577347,4.274332,4.047543,4.290965,4.385077
Cyp7a1,3.777914,3.816387,3.786885,3.574028,3.633433,3.888237
4930430E12Rik,5.77436,6.15972,5.929222,5.9095,5.989864,6.187353
Nsmaf,9.571775,9.026008,9.234974,9.628468,9.575552,9.655542
Gm11803,5.177734,4.767488,4.476203,5.534688,5.012411,5.421837
Gm22473,4.859332,4.751026,4.652809,4.515969,4.652849,4.35317
Tox,5.850087,5.551323,5.656334,5.797781,5.99202,5.727076
Gm11804,4.434022,3.706072,4.446743,4.176408,4.529666,4.513128
Gm11794,10.33228,9.987659,10.50054,11.06542,10.66982,10.57898
Car8,7.445567,6.869919,6.861236,6.485546,6.618173,6.919574
Gm11799,7.669842,7.10553,7.198366,7.81905,8.255735,7.802445
Gm11810,8.458014,8.056739,8.128195,8.278169,8.472631,8.312549
Gm8273,5.469235,5.454659,5.5606,5.717096,5.436295,5.714986
Gm11809,4.482727,4.725527,4.139309,4.398867,4.616288,4.166398
Gm26548,4.558119,4.125451,4.836634,5.166807,4.719305,4.819452
Gm11816,6.135495,5.691478,5.647679,5.742905,5.861687,6.136954
Gm11817,4.180225,4.405491,4.568227,4.024819,4.023606,4.152524
Asph,9.503908,9.35128,9.28189,9.653356,9.486924,9.611048
Gm24152,3.893825,5.339417,4.475265,4.158737,4.763609,4.806545
4930448K20Rik,4.403619,4.329645,4.240587,4.67198,4.64029,4.53881
Gm11814,13.41714,13.19206,12.95111,13.76284,13.93906,13.47006
1700123O12Rik,4.334458,4.197869,4.026011,4.229747,4.230247,4.012261
Gm11815,9.249365,9.317889,9.593025,9.251167,9.125394,9.453117
Plekhf2,6.903937,6.929482,6.876167,6.862351,6.891742,6.88968
Ndufaf6,8.442725,7.967584,8.040832,8.289237,8.393637,8.280103
A630034I12Rik,5.277677,5.494602,5.474562,5.041792,5.059775,5.267389
Ints8,9.422523,9.515527,9.555387,9.354527,9.357975,9.441172
Dpy19l4,9.220004,9.048278,9.005285,9.146361,9.129526,9.149163
Gm22940,6.315068,6.390265,6.527935,6.053691,6.297518,6.287521
Esrp1,4.111183,4.010411,4.052726,3.94281,4.023248,3.939016
Gm11822,6.727316,6.639657,6.696602,6.641909,6.894846,6.757308
Gm11831,4.592621,4.80227,5.002513,4.540425,5.013164,4.719852
Gm11832,4.650318,4.812142,4.999765,4.953701,4.344025,4.88926
Gm11833,5.291665,5.100844,4.858926,4.833282,5.114009,5.101371
Pdp1,10.23015,9.667326,9.715369,9.649396,9.835217,9.66965
Gm10604,5.469252,4.740884,4.843072,4.980841,5.181639,5.501344
Gm11840,4.296858,4.267382,4.657235,4.781563,4.306845,4.380363
Tmem67,7.531152,7.229692,7.352314,7.178338,7.218988,7.204307
Gm11843,11.62292,11.63098,11.69049,11.67534,11.7869,11.92587
Fam92a,8.913057,8.439442,8.430122,8.208219,8.255836,8.383491
Gm26250,7.024765,6.668705,6.487959,6.754006,7.117702,6.785489
Gm11826,15.12698,15.00281,14.8448,14.83646,15.1608,15.12652
0610009K14Rik,5.251257,5.165133,5.487853,5.369848,5.568851,5.506862
Gm23162,9.041177,9.172493,9.35804,8.819387,8.754358,8.749516
Gm11823,4.149052,4.281713,4.297496,4.7016,4.315961,4.258799
Gm24068,3.79722,3.876468,3.946164,4.386204,3.794764,3.829915
Gm2560,3.917318,4.249246,4.353524,4.969844,4.565009,4.036908
1700120G11Rik,3.842628,4.058735,4.407455,4.036776,4.372863,4.433307
Slc26a7,4.698753,4.759714,4.740049,4.41624,4.637465,4.511021
Lrrc69,4.640284,4.680875,4.827604,4.657269,4.607543,4.515214
Otud6b,12.34136,12.41518,12.57843,12.77829,12.76957,12.68378
Necab1,5.693556,5.258237,5.303731,5.10112,5.371085,5.460652
Gm11859,3.8359,4.20313,4.134436,4.375268,4.038131,4.09502
Gm11858,4.042292,4.283787,4.208217,4.0307,3.874124,4.175856
Gm11855,5.120841,5.533448,5.477262,5.096912,4.967268,5.210915
Gm26148,7.772424,7.74458,7.889603,7.53875,7.797779,7.651928
Decr1,11.57995,11.17541,11.10598,11.84697,11.52692,11.44024
Mir6400,4.724517,4.96919,4.208421,4.910511,4.853042,4.873031
Gm11869,6.125054,6.245112,6.028366,6.254116,6.422282,6.242505
Osgin2,8.31077,8.483639,8.162125,8.35179,8.350058,8.283443
Gm11870,6.386026,5.791785,6.038681,6.432258,6.581181,6.672861
Gm11874,5.846747,5.570541,5.50175,5.853737,6.077222,5.530046
Ripk2,7.824268,8.078599,8.006763,8.026547,7.872445,7.966055
Gm22690,12.92467,13.06975,12.69907,12.55858,12.61563,12.70269
Gm11864,4.671107,4.473952,4.603675,4.748755,4.979744,4.825909
Gm23975,6.557271,6.857656,6.176702,6.548941,6.327385,7.173456
Gm11848,5.3602,5.129831,5.292696,5.095697,5.297421,5.110203
Gm11850,4.855295,4.977704,4.992207,4.6896,4.747523,5.278438
Gm11849,10.65288,10.47632,10.49594,11.17655,11.44143,11.10313
Gm23384,3.698797,3.878098,3.453187,3.903154,3.994788,3.496289
Gm11851,10.61255,10.21591,10.78296,10.37649,10.25146,10.38082
Gm11860,5.210676,5.27073,5.019217,5.157769,5.362901,5.164555
Gm11854,4.494408,4.246129,4.271738,4.357775,4.496162,4.5122
Gm24419,4.663646,4.715884,4.346619,4.73824,3.974395,4.646214
Gm11868,9.005266,9.006319,8.643106,9.133981,8.883641,9.006114
Cnbd1,3.776556,3.969267,3.83428,4.174825,3.716702,4.039317
Gm25655,4.577269,4.516025,4.598094,4.785582,4.788787,5.07448
Cpne3,10.87123,11.0394,11.02624,10.52007,10.44123,10.55221
Wwp1,14.27215,13.49682,13.81957,14.56415,14.56258,14.52505
Gm12354,5.051288,5.074465,5.07249,5.04553,4.95194,5.413433
Atp6v0d2,12.32784,12.88716,12.63406,13.52724,12.38278,12.21683
4930480G23Rik,4.519523,4.738901,4.699185,4.715588,4.999012,4.979619
4930598A11Rik,4.962725,4.654098,4.338679,4.125714,4.28337,4.055202
Nkain3,4.022125,3.927961,4.104843,3.92503,3.839925,3.763412
Gm11871,3.892671,4.10653,3.814001,3.764018,3.705035,3.681036
Prdm13,3.864126,3.866925,3.891793,3.844391,3.836805,3.79152
Tstd3,8.552574,8.436037,8.621968,8.834949,8.603785,8.734429
4930528A17Rik,3.81848,3.864236,3.631717,4.177988,3.912147,4.115553
Gm11885,3.977245,4.292444,4.153768,3.855832,4.146673,4.369563
Gm11880,4.77176,4.430707,4.135236,4.354653,4.437621,4.304037
Pou3f2,4.467119,4.813557,4.564357,4.622804,4.691468,4.576226
Gm11881,4.972081,4.732017,4.872546,5.024157,4.738855,4.955322
1700025O08Rik,5.045897,4.997446,4.916459,4.466847,4.868309,4.483513
Gm11889,5.80046,5.863298,5.808888,5.539244,6.013679,5.660886
Gm25978,5.626415,5.421395,5.486613,6.208155,5.897936,5.951449
Gm11890,4.088914,4.254051,4.268591,4.368695,4.007977,4.541289
RP23-35K5.2,5.768215,5.739371,6.041356,5.805954,5.534119,5.749232
Klhl32,4.639915,4.649186,4.58274,4.546404,4.698664,4.722938
C230012O17Rik,4.408474,4.418773,4.453527,4.241403,4.178719,4.434641
Gm11900,6.03193,5.471856,5.623887,5.087365,5.548024,5.617074
Fhl5,7.133467,7.418159,8.417601,8.041576,7.448323,6.981158
Ufl1,10.37572,10.26007,10.03699,10.16488,10.31499,10.29093
Gm11897,4.416631,3.960693,4.121481,3.931606,4.108191,3.789502
Gm25975,4.476082,5.050551,4.8954,4.586469,4.918836,4.467682
Gm11893,10.88501,11.33437,11.43498,10.53883,10.57806,10.95919
Gm24977,4.748672,5.044007,5.066586,5.079118,5.268568,5.15923
Fut9,4.210085,4.222105,4.437677,4.14394,4.264387,4.233915
Gm24042,3.827856,4.788796,5.022257,4.22623,4.647314,4.310665
Gm11898,4.139516,3.498791,4.300886,3.56075,3.533544,3.804505
Gm26067,6.667485,6.570892,6.43596,6.614734,6.307346,6.242185
Gm11895,5.481958,5.311499,4.998131,5.687986,5.373793,5.447614
Manea,10.31739,9.842425,9.822236,9.978491,9.711658,9.951622
Bhmt-ps1,4.602811,4.486739,4.539306,4.342388,4.567465,4.422112
Gng2-ps1,7.553898,7.878808,7.365457,7.323644,7.002407,7.33859
Gm11905,3.490647,3.779772,3.273702,3.049129,3.516319,2.9062
4930548K13Rik,4.063331,4.0251,4.64725,4.287528,3.983067,4.185668
Gm11904,4.745595,4.88715,5.040412,4.81978,5.353201,5.167161
Gm11902,8.395985,7.954001,8.587734,8.721334,8.588013,8.317385
Gm11914,8.648259,9.074028,9.076475,9.507383,9.059064,9.286167
Tpm3-rs2,8.020902,8.075859,8.176918,8.007174,8.079805,8.100415
Gm11908,4.946177,5.375927,4.89533,4.844633,4.975049,5.283501
Gm11909,3.936583,4.372235,4.090331,4.426185,4.266474,4.703388
Gm11910,5.061783,5.314473,5.52806,4.830341,4.930585,5.042857
Gm11915,3.662995,3.618873,3.812257,3.57241,3.572499,3.66484
Gm22831,5.276535,4.581477,4.915627,4.800831,4.893458,4.999836
Gm11921,4.697336,3.768716,3.946954,4.381115,4.08999,4.117857
Gm25705,4.237345,4.276049,4.81608,4.767563,4.504258,3.934317
Gm11926,5.652768,5.686755,5.827789,5.692623,5.974473,6.381994
Gm26254,12.90389,12.56785,12.65218,12.81538,13.22432,13.00427
Bach2os,5.237341,5.385231,5.423632,5.176863,5.151746,5.30371
4933421O10Rik,8.549069,8.052431,8.006026,8.035342,7.769242,7.773899
Gja10,3.853796,5.056348,4.471972,4.219407,4.299413,4.154741
Gm11936,5.692523,5.174118,5.78647,5.104245,5.210904,4.984952
Ankrd6,5.362268,5.428051,5.375333,5.471304,5.567772,5.496619
Gm11943,4.592099,4.21868,4.271792,4.017693,4.474092,4.034483
Gm11931,5.215473,5.067607,4.665279,5.376914,5.843835,5.285951
Pm20d2,8.503176,8.038678,8.04189,8.947734,9.029393,8.849998
Pnrc1,8.793673,8.710086,8.657159,9.033841,8.957088,8.870364
Gm11934,4.661705,4.919397,4.795659,4.915512,4.859338,5.085906
Gm11935,6.083995,6.103308,6.115204,6.09496,5.715503,5.404946
Gm12398,5.814691,5.309918,5.423227,5.5192,5.476677,5.779624
Gm23304,18.32857,18.102,18.37501,17.74879,17.79801,17.83056
Gm24341,3.667012,3.7761,4.233489,3.731843,3.878178,4.311132
Spaca1,5.015432,5.268653,4.966157,4.928765,5.069451,4.850828
Gm20764,7.788042,7.806974,7.705009,8.195815,8.581677,8.078764
Gm12752,4.527043,4.459673,4.188083,4.521461,4.90111,4.535212
Gm12754,5.117701,5.232254,5.024505,5.205843,5.151253,5.424366
Orc3,10.1129,9.866945,9.902918,10.07329,10.1831,10.21081
Slc35a1,7.167297,7.10287,7.156282,7.225979,7.285589,7.24036
1700003M02Rik,4.809667,4.834839,4.949085,5.015312,4.81653,4.907042
Gm136,4.317118,4.166712,4.477827,4.11058,4.40718,4.304123
Smim8,6.297182,6.124156,6.045002,6.17227,6.224958,6.257337
Zfp292,8.909008,8.860234,8.635446,9.044221,8.757169,8.753091
2410114N07Rik,4.707536,4.822278,4.952429,4.586978,4.70704,4.80558
Gm12362,9.387559,9.366022,9.186816,9.366826,9.378568,9.65603
Mob3b,5.813811,6.042012,5.749646,6.179477,5.927519,6.222978
3110043O21Rik,7.897871,8.074739,7.988977,8.308992,7.943752,7.9384
Gm12366,11.96641,11.61137,11.80657,12.06687,12.59287,12.563
Lingo2,4.398625,4.292841,4.373391,4.392798,4.298089,4.399617
Gm12369,5.904744,5.58369,6.009363,6.318112,6.138505,5.613791
Mir876,3.719106,4.883756,5.184985,5.086709,4.200951,4.400417
Mir873a,3.736358,4.031929,3.695523,3.800124,3.758627,3.779255
Gm12372,12.25317,12.19377,12.05629,12.19626,12.26432,12.29899
Rpl23a-ps6,4.436855,4.508076,4.214667,4.303919,4.521515,4.129461
Gm12375,4.03214,4.020132,3.67169,4.191413,3.743303,4.333195
Gm12381,5.041314,5.211632,5.128789,5.119498,5.619469,5.372561
Gm25581,11.32356,11.50264,12.35963,10.54714,11.55071,11.41499
Gm17094,4.464281,4.625309,4.362145,4.398593,4.443498,4.260019
Gm12386,4.136607,4.172101,4.113276,4.258669,3.882048,4.044861
Gm12387,4.790178,5.188105,5.207449,4.260953,4.798836,4.890255
Gm26087,4.554783,5.6578,5.653364,4.945845,4.40685,4.6973
Gm12389,7.0256,6.500143,6.617625,7.022013,7.252014,6.854978
Ddx58,8.690631,8.397984,8.903063,7.61603,7.470335,7.590024
Topors,6.551659,6.836221,6.74568,6.52935,6.525074,6.625638
Ndufb6,12.52204,12.47568,12.3055,12.96786,12.77321,12.72549
Gm23338,5.033568,5.226573,4.38718,4.704862,5.522093,5.180077
4933428C19Rik,4.734398,4.626544,4.764104,4.419954,4.550818,4.952099
Aptx,7.045391,6.765417,6.787488,6.960738,6.937404,7.014235
Gm12390,6.794707,6.799709,6.944969,6.690575,6.99172,7.009215
Gm6297,5.522708,5.626752,5.130671,5.28814,5.399309,5.439838
Smu1,8.617731,8.713608,8.542719,8.432483,8.597248,8.602093
Gm12396,14.96433,14.81161,14.81361,14.88223,14.90857,14.92562
B4galt1,12.98754,13.036,13.53562,12.67708,12.75099,12.77884
Mir5123,11.90542,10.14494,11.68866,9.792106,9.972382,9.606182
Gm24112,12.55985,11.11672,12.41786,10.52676,10.43098,10.30997
Gm25931,12.80676,11.09813,12.70184,10.3874,10.25962,10.19835
Gm12397,6.978605,6.587014,6.625372,6.456967,6.540721,6.810027
Bag1,12.01214,11.80163,11.81208,12.28383,12.133,11.96969
Aqp7,10.52874,9.285644,10.20549,10.34358,9.759738,9.811957
Aqp3,4.733937,4.810946,4.711124,4.493091,4.622507,4.536754
Nol6,8.138889,8.274171,8.37083,8.426775,8.324,8.366361
Gm12402,5.180269,5.092434,4.888077,4.65081,4.737712,5.062141
Gm24650,4.414038,4.758927,4.400242,4.807477,3.868859,4.430296
Ubap2,13.43806,13.37429,13.29747,13.49563,13.68879,13.48417
Gm22888,9.02775,8.496759,8.802307,8.711598,9.051991,9.041723
Gm24837,8.458135,7.832433,8.293547,8.551947,8.308177,8.368704
Dcaf12,9.339846,9.304307,9.422004,9.328797,9.237042,9.209388
Gm26084,5.366525,5.793014,4.92979,5.571421,5.985666,5.79581
Kif24,5.677709,5.97329,5.660555,5.80127,5.880992,6.184105
AI464131,10.8435,10.04365,10.35866,11.25706,11.2905,10.5661
1110017D15Rik,4.536886,4.456371,4.563138,4.407341,4.663309,4.488865
Fam219a,7.640554,7.28005,7.630494,7.764448,7.774043,7.519552
Enho,6.961745,6.868353,6.70709,7.531345,7.492323,7.257159
Cntfr,7.90556,7.850482,8.353098,7.743916,7.884192,7.561062
Rpp25l,5.128216,4.843322,4.853513,4.784848,5.094826,4.902571
Dctn3,10.73275,10.6241,10.61093,10.81941,10.5972,10.69591
Arid3c,3.919676,3.853358,3.823067,3.803367,3.897328,3.845784
Sigmar1,6.980503,6.87888,6.880561,7.233495,7.00168,6.988316
Gm12407,6.49351,6.521396,6.731734,6.127641,6.102693,6.214133
Gm10595,6.756752,6.676954,7.072174,6.88265,6.508837,6.550317
Gm5859,6.367979,6.769264,7.03292,7.23921,6.736792,6.848729
Gm13307,7.494092,7.63581,7.729771,7.672241,7.30183,7.26236
Gm13303,6.979054,6.840142,7.13884,7.228634,6.704997,7.026793
4933409K07Rik,5.509268,5.323122,5.486464,5.528618,5.568787,5.604573
Gm21104,5.442794,5.379969,5.427324,5.027032,5.249524,5.16813
Gm10592,5.942942,6.56677,6.889665,5.854393,5.442503,5.557818
Gm2172,6.739128,6.66955,7.198277,6.727069,6.692664,6.68017
Gm13299,8.065059,7.809599,7.781591,7.714766,7.386186,7.64424
Gm21980,7.918864,7.921139,7.866684,8.69829,7.813915,8.023249
Gm13298,5.598153,5.174046,5.24551,5.304759,5.361608,5.463705
Ccl19,5.074448,4.534823,5.161973,4.760881,4.700231,4.506492
Gm1987,13.63626,12.31895,13.51307,12.48316,11.95867,12.04946
Gm12429,5.459142,5.611195,5.470983,5.253712,5.224258,5.35812
BC049635,4.651194,4.379521,4.419489,4.377737,4.581475,4.358747
Vcp,13.3051,13.2177,13.32436,13.34157,13.32529,13.334
Fancg,5.764712,6.041879,5.72886,5.786441,5.828907,5.809744
Pigo,6.530957,6.599231,6.455877,6.698686,6.657631,6.624876
Stoml2,7.434733,7.327937,7.408321,7.610078,7.597364,7.52238
Fam214b,6.148504,6.359322,6.179948,6.308807,6.309131,6.337736
Gm23709,6.706669,6.672954,6.88433,7.195242,6.792366,6.799406
Gm25010,4.939241,4.990464,5.146021,4.956951,4.223528,4.274835
Fam166b,5.2474,5.435207,5.37651,5.488833,5.140425,5.445361
Cd72,7.105262,8.171685,7.382942,7.642076,6.921621,6.682336
Sit1,4.083838,4.314828,4.105865,4.046398,4.168988,4.302276
Rmrp,18.68604,18.49782,18.57031,17.93468,18.06832,18.35279
Arhgef39,4.924725,5.069574,4.950391,4.883509,4.976522,4.964188
Gm12454,5.158222,5.381734,5.334406,5.332026,5.386335,5.235497
Tpm2,18.08734,18.05688,18.07224,18.12939,18.24081,18.12082
Tln1,10.39081,10.99766,10.70651,10.36977,10.26164,10.62465
Gba2,6.891743,6.939957,6.875718,7.196804,7.069276,7.129118
Msmp,6.177516,6.658716,6.278249,6.484327,6.386765,6.552542
Gm12473,6.963796,7.152144,7.162391,7.233542,7.206978,7.521168
Spag8,4.917244,5.10779,4.971666,5.077038,5.055434,5.073958
Hint2,6.664072,6.621526,6.682898,6.86548,7.146236,6.906334
Fam221b,4.830169,4.887516,4.836819,4.563575,4.581295,4.902606
Olfr70,3.310084,3.46889,3.630785,3.30403,3.220316,3.214415
Olfr71,3.714843,3.598363,3.93319,3.613324,3.70302,3.230422
Olfr269-ps1,4.446672,4.613478,4.581632,5.055051,4.686485,4.51177
Olfr159,4.878577,4.751427,4.736741,4.594864,4.786905,4.666496
Olfr29-ps1,4.814627,4.644555,4.488092,4.444879,4.812976,4.380512
Gm12492,9.482958,9.266898,9.225039,9.321566,9.461553,9.580333
Olfr156,4.395767,4.226847,4.202363,4.551699,4.333652,4.54897
Olfr157,3.381711,3.883398,3.971542,4.015846,3.788122,3.35028
Gne,7.194647,7.092393,7.348236,7.215499,6.99659,6.969422
Gm22706,5.505059,5.507837,5.18233,5.060042,5.503456,5.184452
Rnf38,8.623037,8.67975,8.861617,8.599654,8.64879,8.656365
Mir5106,2.688026,2.565954,2.619919,2.648605,2.692811,2.652219
Gm12677,3.097431,3.431328,3.810601,3.054566,3.168344,3.157375
Gm24376,5.906495,6.538581,6.216215,5.839352,6.181708,5.958464
Gm19980,6.497883,6.98405,6.456954,7.06579,6.713409,6.545043
Pax5,4.634901,4.777951,4.78054,4.539494,4.641131,4.657408
Mir5120,4.612656,4.225579,4.363928,4.426867,4.378244,4.707251
Gm12463,5.420102,4.962662,4.990198,5.203925,5.368778,4.898177
Gm12679,4.910978,5.11308,5.041378,4.899021,5.179584,4.992403
Zbtb5,5.962454,6.301248,6.291698,6.387768,6.341398,6.392263
Fbxo10,6.642183,6.535426,6.678859,6.665775,6.6147,6.680221
Tomm5,10.96679,10.96429,10.86278,10.86996,11.08513,11.0526
Gm12566,5.417666,5.468096,5.069007,5.025084,5.291039,4.966935
Frmpd1os,4.627932,5.026245,4.562177,4.957906,4.839592,5.023769
Exosc3,8.560852,8.67456,8.414841,8.200774,8.064047,8.184145
Gm12585,4.45508,4.007974,4.366248,4.238133,4.276584,4.119705
Slc25a51,9.09683,9.009827,9.148747,9.225842,8.966961,9.066928
Shb,5.543383,5.760451,5.98702,5.501751,5.69601,5.6477
Gm22518,3.060256,3.196898,3.671833,3.095392,3.159708,3.308562
Gm12409,4.649766,4.580273,5.208714,5.030051,4.737829,4.822988
Gm12412,7.863426,7.86214,7.599502,7.902954,8.013983,7.983667
Igfbpl1,4.910609,4.908093,4.748964,4.770907,4.871993,4.867383
Tstd2,7.641774,7.682868,7.764093,7.73089,7.612182,7.713614
Xpa,8.560102,8.387362,8.234191,8.649029,8.515409,8.623434
Gm24560,7.180243,7.055989,7.143708,6.739132,6.447537,6.956587
Gm12444,10.11306,9.755659,10.23818,10.39053,10.69248,10.50846
Gm12445,7.225835,7.186741,7.159388,7.205125,7.268485,7.281502
Gm12446,4.210482,4.360975,4.336015,4.555499,4.460908,4.528033
5830415F09Rik,5.039813,5.092266,5.009481,4.914109,4.893092,5.095972
Hemgn,5.367099,5.262182,5.389098,5.329622,5.367094,5.148105
Gm12443,8.03476,7.69627,7.703144,7.889767,8.442064,8.155169
Trim14,7.210885,6.961615,6.964615,6.641741,6.733307,6.759261
Coro2a,6.250367,6.30283,6.236228,5.935903,5.92508,6.147183
Tbc1d2,5.187697,5.386974,5.133214,5.213934,5.285234,5.408679
Gabbr2,5.071349,5.250003,5.132949,5.121696,5.150819,5.103952
Gm568,5.421418,5.015016,5.876893,5.500712,5.076102,5.494475
Anks6,5.456852,5.39851,5.397399,5.584088,5.58386,5.647151
Gm12422,8.136571,8.176151,8.18582,8.357126,8.480898,8.653902
Gm12426,4.705813,5.194608,5.023207,4.899803,5.536192,5.345607
Alg2,9.237371,9.233125,9.079038,9.209085,9.255927,9.116209
Erp44,11.14988,11.19106,11.11744,10.88265,10.86281,10.89736
Mir1958,4.763712,4.497196,4.24468,4.605508,4.214061,4.396013
Gm12435,12.39795,13.2895,12.87767,11.94551,12.06792,12.52628
Tex10,9.028812,9.134477,9.071696,8.918255,8.990575,9.118407
Gm12438,5.448805,5.307844,5.312361,5.613802,5.99341,5.811022
Gm24573,8.256768,8.182106,8.498723,8.570106,8.756056,7.976855
Acnat2,4.813755,4.872921,5.165381,5.041677,4.734939,4.962074
Acnat1,4.90614,5.177406,4.985469,5.069807,5.009041,5.111647
