Gene symbol,untreated,untreated,untreated,prednisolone-treated,prednisolone-treated,prednisolone-treated
Akr1c6,4.380669,4.29936,4.192844,4.234149,4.183811,4.419212
Akr1c21,4.212321,4.552506,4.328269,4.641716,4.16812,4.298107
Rpl29-ps2,16.2623,16.14525,16.17932,16.0847,16.19582,16.3234
Gm5444,3.257665,4.080967,3.829099,4.186251,3.949389,3.976286
Klf6,12.46885,12.59278,13.31218,11.60645,11.36316,11.59676
Pitrm1,11.28364,11.34324,11.50312,11.52294,11.42181,11.51927
Adarb2,4.608245,4.715487,4.624515,4.635416,4.709876,4.790139
Idi1,7.214189,7.309141,7.223362,7.183632,7.361487,7.419082
Gm25274,5.642878,5.581679,6.114327,5.379226,5.896748,5.960967
Larp4b,12.41961,12.42101,12.33602,12.42654,12.56788,12.48086
Gm23553,6.64496,6.33642,6.196114,6.055748,6.59926,6.396097
Dip2c,8.601059,8.304155,8.4977,8.516878,8.668127,8.615213
Gm26601,7.337724,7.269262,7.596962,6.973639,7.535429,7.597547
Gm26861,5.953228,5.547771,5.848841,5.964855,6.014117,5.712656
Zp4-ps,4.327068,4.269721,4.313825,4.2607,4.252934,4.375699
Gm26956,5.10451,4.468593,4.942765,6.181882,5.497912,5.642249
Gm5445,15.87609,15.78004,15.72762,15.90113,15.98152,15.91858
Heatr1,8.221517,9.171184,9.206042,8.043148,7.911972,8.385612
LOC102632068,4.479184,4.176864,4.164322,4.282075,4.228153,4.174213
Ero1lb,6.911819,7.628739,7.283258,6.722475,6.726798,6.765769
Gm25483,6.362064,6.158417,5.973344,6.039363,6.021275,5.920035
Gm24065,4.161695,4.034395,4.22505,4.438356,4.199091,4.319876
Gm2399,16.22548,15.56894,16.02615,15.66372,15.45516,15.38079
Prl2c5,4.751596,4.513021,4.536006,4.286729,4.469509,4.508144
Gm25804,5.66566,5.515558,5.277894,5.636123,5.440176,5.183051
Gm23081,4.106615,4.091935,3.992249,4.260428,4.408171,4.280373
Nid1,15.12505,14.24401,14.83394,14.60235,14.62578,14.32127
Lyst,9.078406,9.721871,9.647738,8.9959,8.610393,8.91202
Gng4,4.989332,4.991166,5.011251,4.873316,4.983626,5.055176
Gm25271,5.396714,4.923532,5.00503,4.941106,5.158175,4.837713
B3galnt2,10.38668,9.75846,10.31949,10.54946,10.90398,10.68547
Arid4b,8.851529,8.621876,8.766912,8.613879,8.709641,8.62857
Gm26129,10.57594,10.22613,10.79036,10.0732,10.58516,10.5786
Psma2,11.86469,11.62513,11.50418,11.40143,11.35363,11.51137
AW209491,6.099083,6.025947,6.209934,6.193288,6.404823,6.420965
Gm20043,3.917864,4.305027,4.308173,3.882476,3.782202,3.894422
Gli3,7.378896,7.391996,7.359763,7.111639,7.208601,7.350749
A530046M15Rik,4.738999,4.847186,5.198001,4.478442,4.277906,4.592596
Inhba,5.780454,6.605857,6.69839,5.767304,5.970325,5.840139
Gm27043,5.074758,4.437085,5.063891,5.523523,5.462085,5.314486
Gm25020,8.768427,9.249609,8.996954,9.312119,9.349872,9.208807
Gm24873,16.90547,16.92414,17.22266,16.49113,16.60074,16.80955
Mplkip,8.851398,9.018783,8.810973,8.638272,8.737208,8.62894
Mir466i,6.236169,6.86088,6.329975,6.167026,6.062905,6.233634
Gm18859,17.17153,16.64697,17.02918,17.52899,17.85718,17.28412
Vps41,10.48877,10.27641,10.25477,10.67424,10.55538,10.56561
Gm26172,5.225342,4.848542,5.252784,5.114146,4.843193,4.875009
Amph,4.838774,4.705817,4.872347,4.849189,4.68125,4.817369
Tcrg-V7,3.035079,2.991712,3.217392,2.828973,2.90108,2.980199
Tcrg-V6,4.54969,4.648716,4.73823,4.927558,4.80314,4.585485
Tcrg-V5,4.67451,4.512653,3.503832,4.104319,4.460266,4.155271
Tcrg-V3,5.099061,5.372047,5.510073,5.227751,5.37836,5.42204
Trgj3,5.997258,5.559082,5.406518,5.65856,5.047122,5.45197
Tcrg-C3,5.701315,5.338758,5.52359,5.652382,5.522007,5.433859
Gm16602,5.78645,5.957505,5.959231,5.2149,5.562504,5.452744
Sfrp4,9.986243,9.171153,8.785274,8.338696,8.247101,8.460505
Elmo1,9.651854,9.770947,9.999113,8.932152,8.843785,9.036077
Aoah,8.19337,8.325964,8.119009,7.61965,7.387973,7.759665
Gm25605,4.650363,4.782614,5.138689,4.396204,4.661944,4.532009
Olfr1369-ps1,4.437095,3.852323,4.00099,3.897125,3.795658,4.166533
Olfr263,5.11796,4.511257,3.927567,4.459427,5.006927,4.69625
Trim27,7.16754,7.336989,7.333857,7.204946,7.199487,7.327375
Gpx6,4.285738,4.232137,4.477932,4.478051,4.545221,4.439851
Olfr1367,5.151612,4.825372,5.197452,5.054373,5.580721,5.387109
Zscan12,5.473296,5.503317,5.282963,5.689166,5.332656,5.369054
Mir1896,5.388416,5.137541,5.023562,5.18084,5.141558,5.140447
Zkscan4,4.796907,4.653617,4.720138,4.819492,4.674421,4.987242
AK157302,7.610645,7.191625,7.363484,8.028637,7.987039,7.686089
Hist1h2ai,6.482537,7.266587,6.532652,5.937746,6.094302,6.604369
Hist1h3h,5.46771,6.678015,5.215477,5.558903,5.253069,6.469872
Hist1h2bm,5.824784,6.022454,5.445066,5.554417,5.610591,5.7935
Hist1h4j,5.772035,6.181247,5.70689,5.836889,6.077864,6.229718
Hist1h2bn,13.48545,14.12759,13.33315,12.87045,12.5877,13.82654
Gm11274,5.421666,5.176576,5.509537,5.408169,5.482144,6.082024
Hist1h2bp,5.514499,5.842765,6.189799,5.679617,5.387541,5.629545
Hist1h2ao,7.269459,8.335272,7.100899,6.984504,6.801889,7.461588
Hist1h4m,5.646106,5.88669,5.695563,5.358689,5.193828,5.582042
Hist1h2br,5.809635,6.46489,5.687513,5.724119,5.783086,5.899998
Gm11279,3.87697,4.517817,3.761786,3.860694,3.685835,4.353306
Zfp184,4.547449,4.597818,4.599521,4.779819,4.702291,4.639751
Pom121l2,3.875008,3.837376,3.990495,3.572541,4.004044,3.718723
Gm11290,3.775529,3.574899,3.906835,3.153272,3.563282,3.402129
Gm11291,4.728457,4.867194,4.873021,4.496272,4.752172,4.537974
Gm11292,3.374146,3.732298,3.262205,3.134127,3.620775,2.96046
Hist1h2bk,7.156128,7.680653,7.197287,6.696821,6.956057,7.47216
Hist1h2bj,7.387662,8.12227,7.675504,7.160017,7.501365,7.858474
Vmn1r-ps93,5.126502,5.306236,4.93046,4.782372,4.736423,4.611262
Vmn1r188,4.31972,4.543858,4.930187,4.392243,4.285615,4.64415
Vmn1r-ps94,4.452601,4.680429,4.812026,4.45285,4.206798,4.554137
Vmn1r-ps95,4.639291,3.741797,4.125606,3.945838,4.305436,4.448455
Vmn1r194,4.094516,4.309316,3.684133,4.39012,3.854458,4.012878
Vmn1r195,4.923683,4.446327,4.681057,4.353395,4.515331,4.322155
Gm11295,8.844712,8.413601,8.28092,10.71605,7.815657,8.541069
Vmn1r196,3.66548,3.980355,4.094845,3.194557,3.517798,3.492889
Vmn1r197,3.718521,4.209493,3.869724,4.350365,3.919362,4.638464
Vmn1r198,4.86138,4.148209,4.183463,4.350665,3.37493,4.292206
Vmn1r199,4.552822,4.603275,4.623639,4.881783,4.435019,4.595705
Vmn1r-ps102,3.799295,4.200222,4.327931,4.357811,4.532561,3.768626
Vmn1r200,4.133118,3.962639,4.103624,4.189567,3.849529,4.062415
Vmn1r-ps103,3.784555,3.758574,4.365369,4.219381,3.85107,4.065482
Vmn1r-ps104,4.803414,4.766858,5.100638,4.386569,4.32724,3.96007
Gm11298,5.022476,5.518264,5.239314,4.754654,5.17996,5.168614
Vmn1r201,4.866273,4.834965,5.008511,4.792296,4.917738,4.892482
Vmn1r-ps106,4.128151,4.198318,3.800875,3.906123,3.936647,4.249275
Vmn1r-ps107,4.452027,4.723107,4.781937,4.524992,4.387022,4.772865
Vmn1r-ps108,4.712398,4.132897,4.561766,4.537283,4.385059,4.81706
Vmn1r203,4.007859,4.146319,3.744972,3.637259,3.821342,4.045597
Vmn1r204,4.980352,5.34825,5.648122,5.005847,5.117941,4.893876
Gm11307,5.311969,5.566514,5.359229,6.170819,6.278366,6.229872
Gm11309,4.470531,4.884118,5.206451,4.799257,4.620112,4.84005
Gm11313,6.608235,6.17873,6.508388,6.693912,6.433119,6.522408
Gm11314,4.821228,4.798462,4.631497,4.6143,4.446179,4.901295
Gm11318,4.367464,3.794316,3.725826,3.577725,3.199126,3.436221
Vmn1r213,3.964165,3.424334,4.011011,3.920074,3.77196,3.746559
Vmn1r-ps125,4.773031,4.892579,4.270619,4.452864,4.457283,4.264666
Vmn1r214,4.142128,4.556295,3.926353,4.199722,4.426423,4.294957
Vmn1r-ps126,4.341644,4.556181,4.534434,4.279822,4.323431,4.372425
Vmn1r215,4.700637,4.227099,5.276309,4.123048,4.513348,4.271029
Vmn1r216,4.890261,4.872866,5.259491,5.076347,4.706522,4.71804
Gm11325,3.965286,3.798921,3.932716,4.141789,4.080246,3.77524
Vmn1r-ps127,5.146957,5.181306,5.230261,5.091091,4.594015,5.130436
Vmn1r-ps128,3.992561,4.417991,4.21347,4.012472,4.142339,3.777462
Vmn1r218,5.100986,5.408674,4.851661,4.797432,4.814657,4.684591
Vmn1r219,4.140147,4.668259,3.726027,4.231048,4.750663,4.411899
Vmn1r221,5.167344,4.193398,4.022902,4.316503,4.163851,3.762559
Vmn1r223,4.350375,3.474129,3.953081,4.100955,3.9196,4.310244
Gm11331,9.952682,9.604404,10.2623,9.957234,9.866923,9.840599
Vmn1r-ps135,4.234941,4.489567,4.181451,4.396877,4.774196,4.34843
4933404K08Rik,4.502649,4.793871,4.638012,4.815797,4.695378,4.336224
Gm11333,4.805316,4.852663,4.509934,5.683025,4.809536,4.14691
4930586N03Rik,4.762007,4.495526,4.653865,4.557104,4.463228,4.63348
Hist1h2ad,6.019928,6.45256,5.998413,5.828737,5.872786,6.188728
Gm11334,7.921848,7.640149,7.688152,8.454173,8.334321,8.395415
Hist1h4h,11.23935,11.60466,11.08019,11.01378,10.97134,11.08814
Hist1h2af,13.77524,14.9266,13.75495,12.83951,12.98304,14.04038
Hist1h3g,4.4975,4.915879,4.256444,4.376748,4.497625,4.65503
Hist1h3f,5.914109,6.413734,5.794884,5.804096,6.099775,6.35835
Hist1h1d,5.523838,5.865557,5.442796,5.670957,5.936119,5.643468
Hist1h2bg,7.580208,8.202398,7.441695,7.462642,7.774267,7.497306
Hist1h4d,11.70509,12.40075,11.71048,11.01544,11.22474,11.90079
Gm22452,5.02848,5.851041,6.034867,4.694382,5.135513,5.504151
Hist1h2bc,14.41911,14.56309,14.30634,14.36502,14.43402,14.54948
Hist1h1t,3.577377,3.44655,3.284241,3.472388,2.981172,3.296977
Gm11338,3.575428,3.643608,3.55835,3.655255,3.570884,3.687144
Hist1h1c,10.55526,10.02739,10.06145,10.8705,10.43345,10.31036
Hist1h2bb,7.623902,7.908664,7.693591,6.751966,7.891375,7.841422
Hist1h2ab,6.117017,7.034034,6.031701,5.661496,6.059451,6.825319
Hist1h1a,6.118989,7.001234,5.804755,6.026631,5.956253,6.828565
Trim38,4.029222,4.14043,4.372998,4.321255,4.473411,4.166912
Slc17a2,4.175378,4.261658,4.076989,4.141951,4.10922,4.075431
Slc17a3,4.533868,4.60268,4.344735,4.296736,4.293291,4.485166
Slc17a1,4.390345,4.557902,4.39071,4.38894,4.409437,4.447906
Hist1h2aa,6.130297,6.147921,6.19588,6.039716,5.890056,6.074999
Gm11339,4.318997,4.502038,4.39395,4.477494,3.883668,4.254291
Gm11343,9.43107,9.341169,9.335615,9.527977,9.848669,9.351203
Gm11341,6.117462,6.227643,5.861607,6.159277,6.132926,6.288
Cmah,8.30165,8.128305,8.146937,7.319993,7.588019,7.62682
Fam65b,6.093743,6.051771,6.150813,5.960009,5.934954,5.838266
1700016G14Rik,4.366241,3.715803,3.646158,3.642428,3.696455,4.195702
BC005537,13.2551,13.8141,13.55827,12.90838,12.81746,13.19498
Tdp2,7.82816,7.763714,7.875179,7.969087,7.724949,7.733364
D130043K22Rik,4.60514,4.610168,4.62534,4.523303,4.642205,4.495386
4932702P03Rik,3.94486,4.171988,4.061322,4.339262,3.959616,4.233347
9330162012Rik,3.982984,4.205677,3.797557,4.18155,3.977637,4.361663
Gpld1,5.250817,5.165836,5.395193,5.247565,5.387573,5.373113
Dcdc2a,4.759628,4.501265,4.528657,4.381262,4.549749,4.45073
Tpi-rs8,4.303957,3.798808,4.125863,4.705932,4.768271,4.1018
Gm11352,5.134272,5.212122,4.64271,4.879207,5.088524,4.566129
Gm11353,10.68349,10.96772,10.75327,10.77973,11.00324,10.90155
Prl,4.029674,4.168842,4.349637,3.949771,4.163022,4.139796
Prl3d1,4.062225,4.298843,4.241422,3.828846,3.700567,3.930271
Prl3d2,4.555338,4.63728,4.699905,4.64546,4.252081,4.519182
Prl3d3,4.262854,4.308236,4.385033,3.989964,4.14276,4.401085
Prl3c1,3.836475,4.100957,3.97767,4.323982,4.107334,3.924227
Prl3b1,4.213369,4.71362,4.818716,4.589225,4.561064,4.463366
Prl3a1,4.650417,4.736188,4.71812,4.779739,4.556881,4.495116
4930511O05Rik,3.594069,3.645257,3.815314,3.039297,3.425983,3.435423
Gm11356,4.027445,3.736315,3.724918,3.665038,4.118907,3.618825
Prl6a1,3.926036,3.803999,4.13345,3.819484,4.041687,4.097404
Gm11358,4.461697,4.441923,3.618123,3.420295,3.630558,3.687462
Prl8a2,3.888612,4.132217,3.945414,3.756616,3.917879,4.053602
Prl2a1,4.882466,4.903183,4.699776,4.52813,4.389212,4.655538
Prl2c1,5.391351,5.145257,5.292052,5.245638,5.466537,5.34031
Gm22476,3.769135,4.119468,4.220208,3.942334,3.911769,3.423239
Gm11360,6.194139,6.476278,6.444205,6.400061,6.655891,6.136158
Prl4a1,4.491731,4.589117,4.052387,4.321084,4.171386,4.523087
Prl5a1,4.471436,4.613318,4.521214,4.199041,4.608404,4.331046
Gm11361,15.21593,15.23633,15.02815,14.85994,15.01129,15.10526
Gm17528,3.640484,4.067812,3.995554,3.694003,3.624015,4.036933
Gm11362,7.64573,8.039021,7.695607,7.981266,8.15664,8.126326
Gm26735,5.211405,5.470129,5.245856,4.75716,4.985927,5.032472
A330102I10Rik,4.667495,4.513738,4.651266,4.575118,4.643058,4.561244
Gm23729,4.770329,5.623735,5.321501,5.17562,5.342959,5.020414
Gm11365,4.798208,5.231465,4.835061,4.802142,4.785631,4.468771
Gm11368,4.009517,4.329278,4.295234,4.333899,4.61673,4.869431
Gm11367,11.46345,11.79386,11.70801,11.62133,11.86112,11.99776
Mboat1,7.843484,7.844207,7.722538,7.449777,7.413557,7.82866
Gm11366,4.913483,4.928917,4.832676,4.983226,4.94062,5.114294
Agtr1a,8.065211,7.646319,7.835501,7.764699,7.892274,7.922034
4930519D14Rik,4.66788,4.618217,4.742935,4.629123,5.047836,4.456688
Dusp22,9.44477,9.351213,9.184461,9.328299,9.556289,9.403577
Gm11370,6.484182,5.937675,6.18245,6.826143,7.264769,6.929744
Irf4,5.963339,5.686164,5.774794,6.397897,6.133701,6.434331
Gm5447,3.85528,4.195557,3.908985,3.879507,4.405725,3.94102
Gm11371,4.634404,4.609683,4.795057,4.70434,4.96817,4.586146
Gm11372,4.481504,4.272769,4.016583,3.734822,4.152743,4.080915
Gm11376,3.629231,3.890217,3.456074,3.588581,3.821844,3.683615
Gm22330,6.700946,6.460857,6.847015,6.583973,6.399017,6.723353
Gm23351,4.821507,5.688128,4.440341,5.313755,5.195693,6.171808
Foxq1,5.020041,4.664176,4.759539,4.84078,4.815235,4.886902
Gm11377,4.558072,5.095986,4.260324,4.563313,4.622084,4.614471
Gm11378,4.433789,4.526602,4.411703,4.412171,4.145111,4.27151
Foxf2,3.998626,4.308313,4.005428,4.162848,4.069088,4.294055
Gm11379,5.066936,5.088953,5.275308,4.947073,5.053057,5.133418
Foxc1,6.440001,6.128082,6.794518,6.385993,5.954511,6.204141
Gm11380,11.01787,10.35826,10.51177,10.59958,10.47946,10.64612
Wrnip1,6.560493,6.573208,6.513746,6.470531,6.494568,6.606128
Serpinb6b,6.940128,6.938067,6.875446,7.139215,7.339726,7.103993
Serpinb9,7.946978,7.655721,7.841908,7.324311,7.492463,7.169255
Serpinb9b,5.660328,6.23233,5.84787,6.124403,6.224288,6.022551
Serpinb1b,5.988154,6.023963,6.075403,5.801241,6.226456,5.966317
Serpinb9d,4.472422,4.395661,4.335916,4.25663,4.111392,3.935926
Serpinb9e,4.343026,4.392797,4.226036,4.134812,4.17992,4.321403
Serpinb9f,4.418735,4.441964,4.512699,4.61156,4.639844,4.697155
Gm11397,4.60216,4.482437,4.460977,4.725125,4.708529,4.659384
Serpinb9g,4.354122,4.346327,4.433164,4.504591,4.34994,4.264428
Gm11387,4.582051,4.641274,4.245692,4.400258,4.496161,4.390613
Gm11393,4.638459,4.249119,4.423191,3.979185,4.054253,4.395916
Gm25043,5.930987,5.926562,5.731366,5.524616,5.869377,6.11025
Gm11388,4.700749,4.623101,4.399505,4.665413,4.801093,5.281551
Serpinb6d,4.655391,4.755587,4.645216,4.79414,4.854731,4.788718
Gm11389,4.579669,4.918174,4.54754,4.18841,4.354823,5.22063
Gm11392,4.486808,3.918261,4.169366,4.783152,4.626354,4.476079
Gm11395,5.631254,5.266788,5.890595,6.144705,6.333913,5.696352
Vmn2r-ps94,4.140192,4.178673,4.615181,4.843077,4.438433,4.56371
Gm16566,4.572648,3.682161,4.734595,3.981403,3.73507,4.062598
1110046J04Rik,6.966695,5.646725,5.778848,5.822565,5.77916,5.590175
Nqo2,10.58078,10.07512,10.02267,10.45043,10.60405,10.42322
Ripk1,8.630236,8.882271,9.518584,7.958463,8.000768,8.096654
Bphl,7.084766,6.900054,7.051667,7.26597,7.165656,7.219467
Psmg4,7.312069,7.282311,7.265807,6.841412,6.471379,7.237295
LOC101056149,4.466829,4.567531,4.644575,4.503617,4.44723,4.643286
Fam50b,5.411929,5.904624,5.871552,5.953407,5.872811,6.068177
Prpf4b,10.30968,10.40125,10.30407,10.25167,10.13735,10.14547
4933417A18Rik,4.469933,4.623596,4.657008,4.519281,4.600807,4.559194
Gm8245,4.453653,4.300208,4.619643,4.465308,5.433809,5.182268
Gm16984,5.793128,5.558482,5.878093,5.743258,5.766976,5.759477
1700011B04Rik,5.224297,4.993029,5.262996,4.854259,5.119862,4.903223
Gm19865,10.85628,10.92395,10.91742,10.56099,10.6564,10.82793
Cdyl,6.03106,6.015537,6.046992,6.02466,6.139606,5.899047
Gm22126,14.30859,14.41526,15.22619,13.80149,14.17946,14.33172
Ppp1r3g,5.048474,5.073464,4.958799,4.831161,5.013199,4.729002
Fars2,8.659494,8.671532,8.520869,8.898507,8.933937,8.866241
Gm26395,4.956516,4.965402,5.625843,4.91776,4.75413,5.012001
Ly86,13.61458,13.65183,12.93562,12.11353,12.22595,12.77403
LOC102632980,4.871044,4.866872,4.672329,5.154176,4.785317,4.742495
Rreb1,8.912994,8.767178,8.677614,8.927567,8.861162,8.844481
Riok1,8.24508,8.427703,8.420738,8.187335,8.186784,8.353651
Dsp,4.475189,4.519148,4.529981,4.493504,4.644631,4.582415
Snrnp48,8.212374,8.336176,8.342894,8.171625,8.132815,8.136127
Bmp6,7.397293,7.175439,7.616474,7.706268,7.394557,7.416214
5033403F01Rik,3.571144,3.83924,4.105826,3.825544,3.846687,3.93244
Gm9979,3.844383,4.182871,4.096,4.12796,4.130513,4.180648
Gm26688,4.012177,4.221358,3.998255,3.910427,3.595544,3.570304
Gm6245,11.65856,11.04752,11.4277,12.38286,12.26,11.99013
Gcnt2,7.632317,8.502385,9.364435,7.76662,7.318181,7.436778
Mir5124a,6.991419,6.42033,7.119366,6.270561,6.330948,6.082707
Pak1ip1,9.622811,9.678127,9.684024,9.579476,9.550086,9.487627
Tmem14c,10.09362,10.34651,10.12113,9.932659,9.938313,9.946041
Sycp2l,4.556705,4.636427,4.560217,4.475949,4.488605,4.582684
Smim13,10.21328,9.914834,10.07216,10.30331,10.74546,10.27728
Gm26877,4.637025,4.610895,5.309713,4.736633,4.86854,4.792896
Tmem170b,9.178938,9.161633,9.192705,9.084867,9.147692,9.204357
Gm5082,4.308065,4.227007,4.292145,4.247367,4.261164,4.290263
1700061E18Rik,5.36038,5.388828,5.044668,5.285997,5.481458,5.452318
Gm10790,5.043222,4.944629,5.027866,4.929824,5.023144,4.997386
Gm22157,5.997055,5.504919,5.37817,5.894749,6.2031,5.880155
Hivep1,10.38915,10.25534,10.13021,10.26878,10.11914,10.16955
Edn1,6.001851,6.218451,6.566641,6.157889,5.615549,6.370337
Phactr1,5.665648,5.467559,5.529753,5.595108,5.638386,5.600335
Gm15809,4.834461,4.750179,4.813847,5.043835,4.541918,4.999165
Sirt5,6.428617,6.259815,6.224191,6.649461,6.436789,6.573579
Nol7,9.367706,8.885816,9.020457,9.34736,9.449712,9.52316
Rnf182,4.839396,4.668977,4.820084,4.844039,4.806152,4.749422
Gm20751,4.398419,4.383526,4.310353,4.39329,4.530074,4.383496
Cd83,7.599718,7.389106,7.213101,6.746279,6.792816,6.287512
Gm23117,4.181099,4.524825,4.740038,4.032081,4.511388,4.478978
Gm5083,4.782413,4.713537,4.866657,4.457843,4.762104,4.740773
1700029N11Rik,4.934114,5.223702,4.841096,5.070206,5.078801,5.046706
Jarid2,9.046751,8.662471,8.838292,8.346318,8.429977,8.351788
Gm9817,4.58171,4.216862,4.120898,4.062389,4.313034,3.833809
Mylip,10.3448,9.823111,10.04609,11.18162,10.78736,10.65932
Gmpr,9.292132,8.760535,8.793965,9.585575,9.635177,9.54098
5033430I15Rik,4.902519,4.963302,5.233001,5.153248,5.447735,5.440669
Stmnd1,5.515172,5.35717,5.359011,5.360154,5.621041,5.618298
Rbm24,12.59724,12.28831,12.07965,12.92033,13.11675,13.14596
Cap2,14.50147,14.10159,14.10514,14.52085,14.82607,14.69206
Gm24915,8.216636,7.964418,6.906934,7.407708,7.649899,7.694569
C78339,10.82306,10.97529,10.89891,10.97641,10.60585,10.96738
Gm22960,6.296901,6.216073,6.453865,6.060733,6.480761,5.879755
E030046B03Rik,4.42801,4.693211,4.589127,4.746196,4.823505,4.899482
Gm24769,4.754661,4.409244,4.472798,4.266592,4.213708,4.499299
2010001K21Rik,5.691052,5.893396,6.13844,6.192879,5.983286,5.787743
Kdm1b,6.849424,6.910598,6.854077,6.91643,6.785864,6.759212
Rnf144b,6.854138,6.648679,6.765162,6.691355,6.660259,6.622203
G630093K05Rik,6.477785,6.513226,6.857355,6.512024,6.486635,6.659289
Id4,5.232109,5.094461,5.557295,4.96862,5.005312,5.09343
A830005F24Rik,3.735833,3.437601,3.128423,3.700157,3.717094,3.3393
Gm24111,5.971967,6.199499,6.004814,5.874719,5.879828,5.704729
Barx1,4.868648,5.123809,4.975172,5.027073,4.970037,4.886695
Gm8619,5.460211,5.612764,5.517318,5.831695,5.809756,5.511492
Fam120aos,7.136494,7.044507,7.108636,7.32937,7.149338,7.153324
Ninj1,7.580822,7.875949,7.744353,7.781238,7.337594,7.572632
Bicd2,7.79537,7.992083,8.021596,7.966607,8.042116,7.909123
Ippk,6.715394,6.915167,7.25865,6.931118,6.855155,6.572901
Tes3-ps,13.96868,13.26661,13.84554,13.74514,14.07598,14.0367
Ecm2,10.5882,9.526677,10.16771,10.12043,10.14844,10.00583
Aspn,15.54602,15.12372,15.08736,15.19717,15.0354,15.2564
Omd,8.847659,7.981311,8.48233,8.987255,8.71589,8.661675
Ogn,17.08471,16.30344,16.58411,16.82395,17.07376,17.32473
Gm23086,14.62499,14.54109,14.38915,14.27344,14.17108,14.24369
Nol8,8.255159,8.882239,9.191808,8.424901,8.300209,8.465844
Iars,11.88768,12.03686,12.29456,11.87696,11.93038,11.96922
Gm25394,9.742877,9.82335,10.41705,10.03207,10.2588,10.29922
Gm23482,6.172314,7.167114,7.412603,6.006964,6.601058,5.996486
Gm24300,6.985884,6.259675,6.336961,6.783748,7.068759,6.820335
2310081J21Rik,7.486434,6.351484,6.834581,7.364408,7.692689,7.383261
Fbxw17,6.061965,6.2165,6.191258,6.160438,6.176497,6.149104
Gm806,5.132792,4.374651,4.706161,4.775652,4.656589,4.790767
Gm904,5.986391,6.209633,5.942322,5.862461,6.410922,6.139879
Gm8765,6.234089,5.571812,5.864704,5.951797,6.328776,6.355466
Gm8777,5.796773,5.432495,5.092429,5.396314,5.936992,5.441883
Gm22199,4.165211,4.7533,4.216137,4.805663,4.314915,5.275624
Spin1,10.08474,10.15051,10.16216,9.919302,9.781952,10.03002
Nxnl2,4.18349,4.448359,4.120857,4.389687,4.560862,4.534672
S1pr3,5.342509,5.600845,5.600214,4.920125,5.014075,5.171914
Cks2,6.121888,6.614959,6.360335,5.922205,6.09025,6.384929
Gm22806,6.986932,7.136131,7.372301,6.931647,7.019017,7.093239
Secisbp2,7.381056,7.46882,7.368761,7.524248,7.402401,7.409795
Gm23566,14.66169,14.68856,14.51061,14.19871,14.20947,14.19573
Gadd45g,11.0214,9.319625,10.71734,7.736196,7.508253,7.389526
Gm26651,5.24452,5.81767,5.636799,5.394007,5.148214,5.288397
4921525O09Rik,4.90977,4.674991,4.697116,4.61958,4.75316,4.819495
Syk,7.665009,8.180864,8.150932,7.248403,7.105199,7.409459
Gm2762,4.43683,4.580754,4.451453,4.379604,4.465715,4.345907
Sfxn1,8.430621,8.216223,8.276416,8.971723,7.973376,8.398291
Hrh2,4.37072,5.104306,4.704746,4.997994,4.4611,4.625066
Cplx2,5.322209,5.278106,5.390696,5.081118,5.49653,5.225852
Simc1,6.749385,6.973527,7.032485,6.71004,6.756809,6.758249
4833439L19Rik,9.181692,8.806981,9.315757,9.629173,9.509093,9.462706
Arl10,6.592054,6.409985,6.43597,6.45617,6.465392,6.385695
Gm24195,6.052092,5.992652,5.969484,6.263384,6.011604,5.865127
Higd2a,14.37037,13.90386,13.98782,14.56281,14.68333,14.45827
Faf2,8.687638,8.851723,8.887558,8.475154,8.629105,8.648923
Cdhr2,4.811859,4.655681,4.770717,4.661119,4.786989,4.747571
Eif4e1b,4.765174,4.971395,4.920534,4.809486,4.877309,4.950762
Tspan17,9.023719,8.656971,8.695351,8.972548,8.961773,8.77672
5330429C05Rik,4.573978,5.042395,4.562177,5.145545,4.796572,4.815322
Unc5a,6.275516,6.310844,6.127675,6.660989,6.724261,6.615091
Gm6344,17.37221,17.33824,17.21592,17.2064,17.20335,17.38731
Zfp346,7.87429,8.027662,7.979014,8.047262,7.937475,7.956323
Fgfr4,6.799999,6.836205,6.459315,6.631026,7.011986,7.169086
Nsd1,10.35604,10.38964,10.32955,10.32971,10.33547,10.32756
Prelid1,12.73712,13.50183,12.94883,12.62101,12.36145,12.93839
Rgs14,4.956128,5.00614,5.01616,4.901659,5.042744,4.855276
Slc34a1,5.037,5.123687,4.943812,5.019993,5.21394,5.195341
Grk6,6.757455,6.842377,6.871348,6.802637,6.579019,6.784201
Mir6943,4.480533,4.760127,4.041463,3.859578,4.30029,3.717557
Prr7,5.061601,5.396158,5.030708,5.333902,5.254537,5.42394
Tmed9,8.254138,8.314656,8.227436,8.212462,8.209229,8.253391
B4galt7,6.00451,6.279891,6.212718,6.161722,6.200519,6.155133
Caml,7.699994,8.058194,7.946794,7.708632,7.774394,7.552287
Ddx46,10.04682,10.11365,10.14142,9.983073,9.936739,10.11983
B230219D22Rik,11.37004,11.39667,11.39831,11.24251,11.42191,11.24502
Txndc15,10.19139,9.963143,9.928479,10.1519,9.96326,10.26642
Pcbd2,8.924041,8.936622,9.096973,8.89901,9.001716,8.973197
Catsper3,5.065523,5.229656,5.184423,5.364139,5.249564,5.263884
Gm25148,4.126745,4.095697,4.171055,4.354809,4.557655,3.970418
Gm10782,4.453652,4.630301,4.701271,4.492334,4.786551,4.552986
